member #,member name,topic
305,Richard Smith,Deep Neural Network Algorithms
305,Richard Smith,Mining Heterogeneous Data
306,Ashley Jones,Physical Sciences
306,Ashley Jones,Knowledge Compilation
306,Ashley Jones,"Graph Mining, Social Network Analysis, and Community Mining"
306,Ashley Jones,Fuzzy Sets and Systems
306,Ashley Jones,Discourse and Pragmatics
306,Ashley Jones,Automated Learning and Hyperparameter Tuning
306,Ashley Jones,AI for Social Good
306,Ashley Jones,Speech and Multimodality
306,Ashley Jones,Societal Impacts of AI
306,Ashley Jones,Blockchain Technology
307,Katherine Armstrong,Probabilistic Modelling
307,Katherine Armstrong,Economics and Finance
307,Katherine Armstrong,Other Topics in Constraints and Satisfiability
307,Katherine Armstrong,Social Sciences
307,Katherine Armstrong,Humanities
307,Katherine Armstrong,Reinforcement Learning Algorithms
307,Katherine Armstrong,Behavioural Game Theory
307,Katherine Armstrong,Distributed Problem Solving
308,Victoria Wright,Language Grounding
308,Victoria Wright,Question Answering
308,Victoria Wright,Imitation Learning and Inverse Reinforcement Learning
308,Victoria Wright,Health and Medicine
308,Victoria Wright,Databases
308,Victoria Wright,Interpretability and Analysis of NLP Models
308,Victoria Wright,Cyber Security and Privacy
308,Victoria Wright,Uncertainty Representations
308,Victoria Wright,Lifelong and Continual Learning
308,Victoria Wright,Graphical Models
309,Xavier Patton,Cyber Security and Privacy
309,Xavier Patton,Learning Theory
309,Xavier Patton,Privacy-Aware Machine Learning
309,Xavier Patton,Economics and Finance
309,Xavier Patton,Behaviour Learning and Control for Robotics
309,Xavier Patton,Other Topics in Humans and AI
309,Xavier Patton,Transparency
310,Anthony Leonard,Argumentation
310,Anthony Leonard,Multiagent Learning
310,Anthony Leonard,Computer Games
310,Anthony Leonard,Fairness and Bias
310,Anthony Leonard,"Localisation, Mapping, and Navigation"
310,Anthony Leonard,Inductive and Co-Inductive Logic Programming
310,Anthony Leonard,Video Understanding and Activity Analysis
310,Anthony Leonard,Trust
310,Anthony Leonard,Visual Reasoning and Symbolic Representation
310,Anthony Leonard,Intelligent Virtual Agents
311,Richard Brown,Cyber Security and Privacy
311,Richard Brown,Adversarial Learning and Robustness
311,Richard Brown,Deep Neural Network Architectures
311,Richard Brown,Lifelong and Continual Learning
311,Richard Brown,"Constraints, Data Mining, and Machine Learning"
311,Richard Brown,Causality
311,Richard Brown,Other Multidisciplinary Topics
311,Richard Brown,Other Topics in Machine Learning
312,John James,Cognitive Robotics
312,John James,Autonomous Driving
312,John James,"Communication, Coordination, and Collaboration"
312,John James,Other Topics in Robotics
312,John James,Solvers and Tools
312,John James,Human-Computer Interaction
312,John James,Intelligent Virtual Agents
312,John James,Machine Ethics
312,John James,Algorithmic Game Theory
313,Katherine Powers,Algorithmic Game Theory
313,Katherine Powers,Life Sciences
313,Katherine Powers,"Belief Revision, Update, and Merging"
313,Katherine Powers,"Sentiment Analysis, Stylistic Analysis, and Argument Mining"
313,Katherine Powers,Other Topics in Machine Learning
314,Jon Cabrera,"Phonology, Morphology, and Word Segmentation"
314,Jon Cabrera,"Continual, Online, and Real-Time Planning"
314,Jon Cabrera,Evolutionary Learning
314,Jon Cabrera,Summarisation
314,Jon Cabrera,Multimodal Learning
314,Jon Cabrera,"Understanding People: Theories, Concepts, and Methods"
314,Jon Cabrera,Decision and Utility Theory
314,Jon Cabrera,"Linguistic Theories, Cognitive Modelling, and Psycholinguistics"
314,Jon Cabrera,Environmental Impacts of AI
314,Jon Cabrera,Privacy in Data Mining
315,Emma Huff,NLP Resources and Evaluation
315,Emma Huff,Bayesian Learning
315,Emma Huff,Relational Learning
315,Emma Huff,Satisfiability
315,Emma Huff,Reinforcement Learning with Human Feedback
315,Emma Huff,Clustering
316,Patrick Davidson,Speech and Multimodality
316,Patrick Davidson,Real-Time Systems
316,Patrick Davidson,Partially Observable and Unobservable Domains
316,Patrick Davidson,Cognitive Modelling
316,Patrick Davidson,Large Language Models
317,Sandra Archer,Constraint Learning and Acquisition
317,Sandra Archer,Uncertainty Representations
317,Sandra Archer,Constraint Satisfaction
317,Sandra Archer,Computational Social Choice
317,Sandra Archer,Spatial and Temporal Models of Uncertainty
317,Sandra Archer,Machine Translation
317,Sandra Archer,Digital Democracy
317,Sandra Archer,Constraint Programming
317,Sandra Archer,Computer Vision Theory
318,Melanie Davis,Other Topics in Data Mining
318,Melanie Davis,Other Topics in Constraints and Satisfiability
318,Melanie Davis,"Continual, Online, and Real-Time Planning"
318,Melanie Davis,Distributed CSP and Optimisation
318,Melanie Davis,Causal Learning
318,Melanie Davis,Vision and Language
318,Melanie Davis,Mixed Discrete/Continuous Planning
318,Melanie Davis,Reasoning about Action and Change
318,Melanie Davis,Adversarial Attacks on NLP Systems
318,Melanie Davis,Learning Preferences or Rankings
319,Miranda Terry,Stochastic Optimisation
319,Miranda Terry,Transportation
319,Miranda Terry,Explainability in Computer Vision
319,Miranda Terry,Ontology Induction from Text
319,Miranda Terry,Deep Generative Models and Auto-Encoders
319,Miranda Terry,"AI in Law, Justice, Regulation, and Governance"
319,Miranda Terry,Explainability (outside Machine Learning)
319,Miranda Terry,Commonsense Reasoning
319,Miranda Terry,Search and Machine Learning
320,Lori Nielsen,Transparency
320,Lori Nielsen,Representation Learning for Computer Vision
320,Lori Nielsen,Machine Learning for Robotics
320,Lori Nielsen,Economic Paradigms
320,Lori Nielsen,Ensemble Methods
320,Lori Nielsen,Real-Time Systems
320,Lori Nielsen,"Graph Mining, Social Network Analysis, and Community Mining"
321,Charles Tapia,Deep Learning Theory
321,Charles Tapia,Description Logics
321,Charles Tapia,Deep Generative Models and Auto-Encoders
321,Charles Tapia,"Phonology, Morphology, and Word Segmentation"
321,Charles Tapia,Societal Impacts of AI
322,Lisa Taylor,Environmental Impacts of AI
322,Lisa Taylor,"Coordination, Organisations, Institutions, and Norms"
322,Lisa Taylor,Fairness and Bias
322,Lisa Taylor,Explainability (outside Machine Learning)
322,Lisa Taylor,Commonsense Reasoning
322,Lisa Taylor,Computational Social Choice
322,Lisa Taylor,Online Learning and Bandits
322,Lisa Taylor,Evaluation and Analysis in Machine Learning
322,Lisa Taylor,Social Sciences
322,Lisa Taylor,Argumentation
323,Dennis Baldwin,Stochastic Models and Probabilistic Inference
323,Dennis Baldwin,Large Language Models
323,Dennis Baldwin,Unsupervised and Self-Supervised Learning
323,Dennis Baldwin,Local Search
323,Dennis Baldwin,Transportation
324,Shane Fischer,Internet of Things
324,Shane Fischer,Relational Learning
324,Shane Fischer,Unsupervised and Self-Supervised Learning
324,Shane Fischer,Evolutionary Learning
324,Shane Fischer,Knowledge Acquisition
324,Shane Fischer,Satisfiability Modulo Theories
324,Shane Fischer,Local Search
324,Shane Fischer,Adversarial Attacks on NLP Systems
324,Shane Fischer,Philosophical Foundations of AI
325,Phyllis Salas,"Mining Visual, Multimedia, and Multimodal Data"
325,Phyllis Salas,Verification
325,Phyllis Salas,Computer Vision Theory
325,Phyllis Salas,Behaviour Learning and Control for Robotics
325,Phyllis Salas,"Human-Computer Teamwork, Team Formation, and Collaboration"
325,Phyllis Salas,Mining Semi-Structured Data
325,Phyllis Salas,Engineering Multiagent Systems
325,Phyllis Salas,Text Mining
325,Phyllis Salas,Other Topics in Data Mining
326,Shawn Kerr,Knowledge Acquisition and Representation for Planning
326,Shawn Kerr,Learning Human Values and Preferences
326,Shawn Kerr,Agent-Based Simulation and Complex Systems
326,Shawn Kerr,Engineering Multiagent Systems
326,Shawn Kerr,Logic Foundations
326,Shawn Kerr,Societal Impacts of AI
326,Shawn Kerr,Summarisation
326,Shawn Kerr,Computational Social Choice
327,Michael Larson,Explainability in Computer Vision
327,Michael Larson,Cognitive Science
327,Michael Larson,Anomaly/Outlier Detection
327,Michael Larson,Multiagent Planning
327,Michael Larson,User Experience and Usability
327,Michael Larson,Internet of Things
327,Michael Larson,Mining Codebase and Software Repositories
327,Michael Larson,Computational Social Choice
327,Michael Larson,Standards and Certification
327,Michael Larson,Agent Theories and Models
328,Walter Lee,Adversarial Search
328,Walter Lee,Evaluation and Analysis in Machine Learning
328,Walter Lee,Entertainment
328,Walter Lee,Consciousness and Philosophy of Mind
328,Walter Lee,"Continual, Online, and Real-Time Planning"
328,Walter Lee,Stochastic Optimisation
328,Walter Lee,Constraint Optimisation
328,Walter Lee,Arts and Creativity
328,Walter Lee,Digital Democracy
329,Lorraine Franklin,Computational Social Choice
329,Lorraine Franklin,Morality and Value-Based AI
329,Lorraine Franklin,Web and Network Science
329,Lorraine Franklin,"Constraints, Data Mining, and Machine Learning"
329,Lorraine Franklin,Fair Division
329,Lorraine Franklin,"Continual, Online, and Real-Time Planning"
329,Lorraine Franklin,"Communication, Coordination, and Collaboration"
329,Lorraine Franklin,Explainability and Interpretability in Machine Learning
329,Lorraine Franklin,Social Networks
329,Lorraine Franklin,Decision and Utility Theory
330,Patrick Decker,Probabilistic Programming
330,Patrick Decker,Classification and Regression
330,Patrick Decker,Fuzzy Sets and Systems
330,Patrick Decker,"Other Topics Related to Fairness, Ethics, or Trust"
330,Patrick Decker,Commonsense Reasoning
330,Patrick Decker,Language Grounding
330,Patrick Decker,"Localisation, Mapping, and Navigation"
330,Patrick Decker,Clustering
330,Patrick Decker,"Energy, Environment, and Sustainability"
330,Patrick Decker,Economics and Finance
331,Tyler Smith,Learning Theory
331,Tyler Smith,Logic Programming
331,Tyler Smith,Cognitive Robotics
331,Tyler Smith,Qualitative Reasoning
331,Tyler Smith,Algorithmic Game Theory
331,Tyler Smith,Computer-Aided Education
331,Tyler Smith,Explainability and Interpretability in Machine Learning
331,Tyler Smith,"AI in Law, Justice, Regulation, and Governance"
332,Jessica Gomez,Clustering
332,Jessica Gomez,Solvers and Tools
332,Jessica Gomez,Web and Network Science
332,Jessica Gomez,"Graph Mining, Social Network Analysis, and Community Mining"
332,Jessica Gomez,"Face, Gesture, and Pose Recognition"
332,Jessica Gomez,Constraint Programming
332,Jessica Gomez,"AI in Law, Justice, Regulation, and Governance"
333,Felicia Miller,Stochastic Optimisation
333,Felicia Miller,Other Topics in Multiagent Systems
333,Felicia Miller,Web and Network Science
333,Felicia Miller,Distributed CSP and Optimisation
333,Felicia Miller,Sports
333,Felicia Miller,Environmental Impacts of AI
333,Felicia Miller,Learning Theory
333,Felicia Miller,Responsible AI
334,Benjamin Edwards,Internet of Things
334,Benjamin Edwards,Fair Division
334,Benjamin Edwards,Intelligent Database Systems
334,Benjamin Edwards,Graphical Models
334,Benjamin Edwards,"Continual, Online, and Real-Time Planning"
334,Benjamin Edwards,Other Topics in Natural Language Processing
334,Benjamin Edwards,Societal Impacts of AI
335,Heather Carter,Probabilistic Programming
335,Heather Carter,Speech and Multimodality
335,Heather Carter,Learning Preferences or Rankings
335,Heather Carter,Knowledge Acquisition and Representation for Planning
335,Heather Carter,Activity and Plan Recognition
336,Janet Davis,Hardware
336,Janet Davis,Unsupervised and Self-Supervised Learning
336,Janet Davis,Personalisation and User Modelling
336,Janet Davis,"Coordination, Organisations, Institutions, and Norms"
336,Janet Davis,Game Playing
337,William Brown,Qualitative Reasoning
337,William Brown,Planning and Decision Support for Human-Machine Teams
337,William Brown,Deep Generative Models and Auto-Encoders
337,William Brown,Deep Neural Network Algorithms
337,William Brown,Adversarial Search
337,William Brown,Preferences
337,William Brown,Economic Paradigms
337,William Brown,Visual Reasoning and Symbolic Representation
337,William Brown,Quantum Machine Learning
338,Thomas Baker,Dynamic Programming
338,Thomas Baker,Other Topics in Robotics
338,Thomas Baker,User Experience and Usability
338,Thomas Baker,Reinforcement Learning Algorithms
338,Thomas Baker,Routing
338,Thomas Baker,Scene Analysis and Understanding
338,Thomas Baker,Human-Aware Planning
338,Thomas Baker,Constraint Optimisation
339,Douglas Montgomery,Reasoning about Knowledge and Beliefs
339,Douglas Montgomery,Fair Division
339,Douglas Montgomery,Natural Language Generation
339,Douglas Montgomery,Distributed Machine Learning
339,Douglas Montgomery,Probabilistic Modelling
339,Douglas Montgomery,Machine Learning for Robotics
339,Douglas Montgomery,Motion and Tracking
339,Douglas Montgomery,News and Media
339,Douglas Montgomery,Voting Theory
339,Douglas Montgomery,Human-Computer Interaction
340,Janet Diaz,Preferences
340,Janet Diaz,Mining Heterogeneous Data
340,Janet Diaz,Algorithmic Game Theory
340,Janet Diaz,Solvers and Tools
340,Janet Diaz,Video Understanding and Activity Analysis
340,Janet Diaz,Optimisation in Machine Learning
340,Janet Diaz,Distributed Machine Learning
340,Janet Diaz,Satisfiability
341,Pamela Hunt,AI for Social Good
341,Pamela Hunt,Fairness and Bias
341,Pamela Hunt,Economic Paradigms
341,Pamela Hunt,Computer-Aided Education
341,Pamela Hunt,Reinforcement Learning Theory
341,Pamela Hunt,Other Multidisciplinary Topics
341,Pamela Hunt,Humanities
341,Pamela Hunt,Other Topics in Computer Vision
341,Pamela Hunt,Summarisation
341,Pamela Hunt,Preferences
342,Sarah Coleman,Deep Reinforcement Learning
342,Sarah Coleman,Learning Human Values and Preferences
342,Sarah Coleman,Big Data and Scalability
342,Sarah Coleman,Human-Robot/Agent Interaction
342,Sarah Coleman,Verification
342,Sarah Coleman,Probabilistic Programming
342,Sarah Coleman,Adversarial Search
342,Sarah Coleman,Multi-Robot Systems
342,Sarah Coleman,Active Learning
343,Kathy Wilson,Constraint Programming
343,Kathy Wilson,Optimisation in Machine Learning
343,Kathy Wilson,"Mining Visual, Multimedia, and Multimodal Data"
343,Kathy Wilson,Swarm Intelligence
343,Kathy Wilson,Education
343,Kathy Wilson,"Phonology, Morphology, and Word Segmentation"
343,Kathy Wilson,Cyber Security and Privacy
343,Kathy Wilson,Meta-Learning
344,Robert Young,"Graph Mining, Social Network Analysis, and Community Mining"
344,Robert Young,AI for Social Good
344,Robert Young,Social Networks
344,Robert Young,Marketing
344,Robert Young,Explainability in Computer Vision
344,Robert Young,Commonsense Reasoning
344,Robert Young,Image and Video Generation
344,Robert Young,"Mining Visual, Multimedia, and Multimodal Data"
344,Robert Young,Dimensionality Reduction/Feature Selection
345,Lindsey Smith,Kernel Methods
345,Lindsey Smith,"Geometric, Spatial, and Temporal Reasoning"
345,Lindsey Smith,Syntax and Parsing
345,Lindsey Smith,Qualitative Reasoning
345,Lindsey Smith,Answer Set Programming
345,Lindsey Smith,Multiagent Learning
345,Lindsey Smith,Reasoning about Action and Change
345,Lindsey Smith,Reinforcement Learning Algorithms
345,Lindsey Smith,Other Topics in Knowledge Representation and Reasoning
346,Jeremy Johnson,Interpretability and Analysis of NLP Models
346,Jeremy Johnson,Adversarial Attacks on CV Systems
346,Jeremy Johnson,Conversational AI and Dialogue Systems
346,Jeremy Johnson,Markov Decision Processes
346,Jeremy Johnson,Search in Planning and Scheduling
346,Jeremy Johnson,Classification and Regression
346,Jeremy Johnson,Smart Cities and Urban Planning
347,Jesse Rodriguez,Environmental Impacts of AI
347,Jesse Rodriguez,Human-Robot Interaction
